Date,RELIANCE,TCS,HDFCBANK,INFY,ICICIBANK,HINDUNILVR,SBIN,BHARTIARTL,ITC,KOTAKBANK
2024-01-01,2600.17,2917.84,2163.41,1768.4,1089.77,3526.39,565.75,570.03,201.23,1779.03
2024-01-02,2564.8,2935.36,2181.47,1740.01,1101.43,3493.74,565.29,557.38,204.83,1778.19
2024-01-03,2563.28,2963.12,2152.72,1777.36,1095.28,3518.81,564.82,556.78,204.05,1792.14
2024-01-04,2439.42,2988.89,2154.28,1775.26,1113.02,3409.71,581.7,556.22,203.07,1784.11
2024-01-05,2402.67,3038.24,2154.63,1776.29,1123.66,3380.83,569.78,560.96,204.65,1757.09
2024-01-08,2394.29,3077.16,2190.37,1795.69,1135.52,3380.27,574.27,569.12,200.55,1754.37
2024-01-09,2350.19,3099.28,2206.62,1802.51,1112.59,3335.16,587.27,568.78,201.28,1763.03
2024-01-10,2408.44,3096.95,2206.45,1828.82,1133.15,3289.31,607.46,584.78,203.01,1746.22
2024-01-11,2357.5,3020.72,2234.18,1837.25,1137.93,3257.35,603.96,586.92,205.14,1740.57
2024-01-12,2342.65,3041.09,2281.44,1820.92,1131.97,3272.6,608.59,584.05,199.24,1716.56
2024-01-15,2347.95,3051.48,2301.21,1831.34,1134.74,3264.39,613.97,570.11,197.02,1745.89
2024-01-16,2399.41,3064.83,2302.26,1800.47,1104.85,3155.77,615.95,568.03,194.48,1738.7
2024-01-17,2348.45,3007.05,2257.65,1803.94,1111.95,3056.33,615.22,565.33,194.83,1777.11
2024-01-18,2390.13,2959.19,2222.26,1803.58,1095.11,3029.43,619.43,573.64,196.29,1818.39
2024-01-19,2391.21,3006.82,2212.75,1798.49,1073.22,3051.14,596.09,577.79,200.76,1816.72
2024-01-22,2356.72,3005.94,2193.18,1795.56,1049.03,2926.31,602.37,567.74,199.33,1789.78
2024-01-23,2373.76,3037.57,2187.69,1745.41,1066.85,2905.25,603.69,569.38,197.9,1734.32
2024-01-24,2381.56,3039.77,2190.21,1731.57,1057.1,2883.19,601.86,575.29,201.37,1696.55
2024-01-25,2360.83,3042.04,2208.27,1734.5,1081.74,2944.1,620.52,588.65,202.33,1662.1
2024-01-26,2364.01,3085.77,2206.6,1739.18,1073.37,2927.98,614.42,596.66,206.24,1696.97
2024-01-29,2351.06,3062.81,2223.36,1712.89,1046.2,2945.68,610.89,603.65,207.2,1700.43
2024-01-30,2355.77,3068.14,2226.18,1745.92,1028.99,2952.81,629.32,604.38,203.67,1710.88
2024-01-31,2379.87,3047.79,2160.88,1723.76,1048.37,2859.33,621.65,608.08,199.66,1654.41
2024-02-01,2437.2,3028.84,2131.08,1749.34,1046.23,2893.14,616.71,619.66,195.07,1625.18
2024-02-02,2392.68,3015.7,2127.11,1761.07,1037.94,2903.36,615.53,607.46,197.07,1647.29
2024-02-05,2469.95,3026.65,2089.15,1744.53,1040.74,2926.37,623.48,604.46,200.64,1654.87
2024-02-06,2398.37,3005.82,2108.58,1791.51,1048.89,3099.59,625.61,597.64,206.27,1651.71
2024-02-07,2393.63,3063.34,2157.63,1759.97,1066.79,3003.62,613.67,601.22,208.94,1666.2
2024-02-08,2415.47,3023.15,2197.72,1784.76,1090.29,3082.23,608.96,612.49,212.65,1707.58
2024-02-09,2426.38,3015.58,2191.34,1812.08,1084.73,3069.86,603.59,607.19,210.86,1702.43
2024-02-12,2404.44,2996.59,2241.0,1794.4,1063.48,3084.01,603.07,585.6,207.27,1704.71
2024-02-13,2397.66,3062.53,2246.67,1832.42,1057.2,3082.83,607.1,582.15,209.98,1710.15
2024-02-14,2380.65,3072.48,2235.98,1826.1,1061.64,3064.14,611.09,590.3,211.36,1772.03
2024-02-15,2360.32,3120.96,2216.08,1834.56,1046.61,3038.87,594.99,595.24,211.76,1716.76
2024-02-16,2391.11,3052.35,2206.69,1842.27,1031.9,3054.8,604.66,599.24,213.05,1734.87
2024-02-19,2404.63,3065.49,2194.5,1839.11,1037.53,2986.2,607.13,596.9,214.15,1732.4
2024-02-20,2380.36,3107.32,2200.77,1862.03,1037.08,3020.72,619.92,585.63,218.34,1747.65
2024-02-21,2413.19,3112.09,2206.73,1884.75,1037.9,3002.77,624.24,590.33,222.65,1730.94
2024-02-22,2425.04,3162.76,2207.49,1835.88,1026.4,2952.77,634.74,583.12,224.53,1730.19
2024-02-23,2455.34,3139.17,2222.62,1872.35,1023.16,2933.72,639.37,602.4,227.45,1749.17
2024-02-26,2479.27,3206.47,2262.98,1826.22,1009.28,2989.92,652.47,607.74,229.27,1831.37
2024-02-27,2449.18,3318.0,2295.89,1855.05,1023.06,2966.81,657.78,602.63,227.75,1854.12
2024-02-28,2429.33,3300.94,2245.44,1886.96,1039.25,2983.65,657.01,597.28,230.4,1831.09
2024-02-29,2457.29,3279.87,2160.09,1856.65,1010.78,2951.83,679.6,596.63,225.65,1820.0
2024-03-01,2480.53,3352.36,2191.01,1845.77,996.99,2986.27,688.87,594.67,229.28,1808.17
2024-03-04,2480.5,3432.8,2146.74,1815.71,974.91,3017.87,695.01,604.81,225.24,1760.01
2024-03-05,2485.61,3406.91,2140.15,1810.4,965.7,3102.46,681.91,606.68,226.27,1751.82
2024-03-06,2533.99,3386.46,2103.23,1802.58,964.78,3095.22,668.94,600.2,223.47,1771.6
2024-03-07,2512.26,3373.16,2047.01,1824.2,944.09,3127.19,672.08,617.4,225.39,1738.27
2024-03-08,2533.63,3306.15,2064.25,1860.6,931.32,3132.73,673.75,618.04,225.34,1766.13
2024-03-11,2526.71,3261.58,2088.38,1900.11,917.57,3194.56,667.75,625.35,220.02,1779.58
2024-03-12,2519.22,3213.43,2070.95,1884.66,920.7,3161.07,669.36,619.83,221.47,1760.51
2024-03-13,2561.5,3177.39,1991.08,1879.31,921.93,3197.34,685.51,623.39,219.62,1757.3
2024-03-14,2593.98,3176.69,1975.36,1832.42,912.23,3188.96,692.87,626.49,222.59,1799.96
2024-03-15,2626.41,3188.8,1987.56,1810.82,914.92,3186.85,681.22,608.92,222.66,1820.31
2024-03-18,2678.63,3263.92,1944.06,1837.57,907.69,3192.19,680.28,627.51,224.05,1821.1
2024-03-19,2680.28,3216.02,1949.99,1882.65,904.26,3205.23,672.27,639.85,220.9,1815.15
2024-03-20,2708.5,3264.47,1950.13,1848.36,927.23,3200.6,668.56,636.23,219.01,1817.78
2024-03-21,2696.71,3254.97,1967.66,1832.49,946.15,3211.87,664.61,625.9,217.57,1804.37
2024-03-22,2710.63,3253.53,1971.78,1832.31,927.99,3288.86,660.05,629.35,220.43,1747.95
2024-03-25,2706.15,3287.44,1943.59,1840.56,939.82,3338.46,647.82,630.36,226.04,1802.02
2024-03-26,2710.9,3233.06,1979.06,1818.76,951.54,3382.99,646.77,633.91,223.38,1806.76
2024-03-27,2735.91,3252.58,1974.95,1830.87,935.44,3360.89,641.53,635.92,227.06,1818.09
2024-03-28,2703.15,3261.68,1974.73,1818.41,947.21,3317.07,613.53,640.94,219.74,1817.06
2024-03-29,2788.8,3286.75,1947.68,1818.56,969.35,3365.6,632.61,655.05,215.87,1797.57
2024-04-01,2747.55,3301.99,1935.31,1834.01,953.32,3410.84,643.13,660.83,212.83,1793.1
2024-04-02,2698.33,3424.59,1910.21,1834.74,940.49,3487.21,639.69,650.62,208.58,1750.62
2024-04-03,2746.01,3392.86,1905.83,1823.28,955.13,3456.66,640.06,664.11,203.69,1810.94
2024-04-04,2779.44,3366.85,1955.34,1820.83,959.31,3445.79,629.0,680.65,205.01,1777.95
2024-04-05,2806.29,3336.39,1915.69,1818.96,967.53,3362.08,645.19,713.04,204.41,1750.96
2024-04-08,2833.58,3309.59,1869.9,1809.41,972.76,3343.3,663.75,701.24,205.63,1739.92
2024-04-09,2833.91,3278.94,1911.73,1802.93,978.75,3394.28,665.51,704.01,207.82,1774.06
2024-04-10,2796.62,3338.4,1906.3,1846.7,959.57,3371.55,675.93,682.23,208.71,1774.98
2024-04-11,2800.64,3410.53,1887.74,1862.79,974.93,3404.95,677.91,688.1,210.83,1742.6
2024-04-12,2773.03,3382.35,1917.75,1855.09,992.33,3396.24,664.52,682.65,210.67,1775.91
2024-04-15,2814.42,3341.13,1900.9,1875.04,989.21,3413.77,660.61,702.55,206.98,1795.92
2024-04-16,2809.06,3365.76,1953.54,1866.21,988.86,3356.02,662.12,694.6,210.33,1810.96
2024-04-17,2775.12,3338.89,1973.99,1899.61,966.45,3361.32,657.8,677.21,208.53,1830.95
2024-04-18,2762.57,3371.59,1960.14,1910.71,974.19,3211.52,655.84,672.63,205.67,1897.26
2024-04-19,2780.51,3382.86,2024.16,1908.21,982.84,3203.48,655.14,652.9,205.18,1960.01
2024-04-22,2757.83,3306.96,2006.38,1921.6,982.22,3126.09,654.54,660.45,202.43,1940.41
2024-04-23,2724.64,3384.72,2029.32,1876.9,999.08,3183.58,655.25,640.19,201.22,1988.26
2024-04-24,2735.42,3476.91,2039.04,1845.74,994.37,3221.66,645.02,640.66,202.32,2000.28
2024-04-25,2746.29,3445.99,2079.47,1813.24,1003.09,3245.18,638.28,620.88,203.44,2015.86
2024-04-26,2726.23,3426.98,2128.8,1817.67,988.05,3320.19,626.17,618.08,200.76,1965.29
2024-04-29,2707.79,3442.7,2130.46,1865.45,988.0,3273.93,635.54,633.5,199.35,1960.86
2024-04-30,2718.03,3461.0,2107.02,1928.45,985.71,3360.72,615.66,637.12,202.62,1937.54
2024-05-01,2659.81,3496.23,2122.19,1947.49,989.34,3408.72,626.5,629.06,204.19,1962.19
2024-05-02,2604.45,3602.7,2101.25,1962.71,984.15,3397.65,639.72,628.95,210.61,1994.3
2024-05-03,2577.16,3594.22,2165.34,1910.27,982.5,3456.55,637.01,629.31,214.4,1932.84
2024-05-06,2569.68,3552.26,2170.42,1895.29,994.97,3400.23,612.33,633.96,218.14,1932.78
2024-05-07,2582.43,3479.83,2159.18,1873.46,988.75,3359.2,609.2,621.15,213.66,1965.88
2024-05-08,2640.35,3442.72,2165.81,1856.58,965.22,3329.54,608.8,626.86,216.17,1960.96
2024-05-09,2675.11,3442.04,2122.7,1852.45,990.84,3304.12,599.75,601.62,216.06,1982.99
2024-05-10,2669.49,3535.73,2092.4,1839.89,1011.67,3252.75,595.29,596.12,214.34,1994.03
2024-05-13,2669.53,3509.34,2130.7,1785.82,992.36,3313.4,609.13,591.93,214.94,2004.85
2024-05-14,2630.19,3522.17,2110.34,1806.39,1002.92,3301.53,615.39,597.73,218.05,1997.29
2024-05-15,2630.25,3522.36,2077.83,1777.87,995.65,3319.98,607.04,598.11,219.75,1961.44
2024-05-16,2619.65,3586.21,2095.18,1784.78,999.88,3292.57,592.68,585.68,216.92,1929.03
2024-05-17,2633.12,3723.22,2133.07,1840.84,1004.59,3203.64,589.95,577.2,219.4,1950.13
2024-05-20,2601.24,3694.69,2156.71,1816.01,1001.36,3217.58,588.24,579.09,217.37,1951.28
2024-05-21,2622.28,3668.67,2189.58,1747.63,989.89,3126.25,592.79,578.58,218.14,1947.81
2024-05-22,2683.36,3727.23,2165.38,1740.66,979.93,3123.97,588.21,573.73,217.21,1936.01
2024-05-23,2679.79,3766.47,2119.85,1769.93,966.76,3060.79,592.9,569.76,216.56,1927.73
2024-05-24,2696.74,3871.93,2168.22,1822.45,954.99,3152.95,610.29,575.88,219.11,1958.58
2024-05-27,2725.47,3907.01,2158.38,1789.38,954.31,3197.0,617.94,571.58,215.76,1949.32
2024-05-28,2709.88,3887.13,2150.91,1803.25,944.35,3203.03,617.68,571.0,222.12,1910.69
2024-05-29,2719.8,3922.74,2194.41,1791.2,954.29,3264.71,616.17,589.76,216.12,1932.58
2024-05-30,2721.13,3989.15,2213.38,1788.89,975.87,3224.24,613.06,577.34,214.25,1927.22
2024-05-31,2725.93,4039.44,2229.18,1860.38,967.67,3251.49,624.1,561.48,215.5,1928.71
2024-06-03,2695.14,4071.39,2302.24,1819.0,971.44,3262.21,618.41,568.25,217.45,1975.8
2024-06-04,2696.94,4137.75,2280.71,1826.47,979.01,3276.11,619.02,562.64,217.19,1975.78
2024-06-05,2717.9,4211.57,2313.14,1839.83,986.24,3339.62,619.68,560.12,217.07,1984.94
2024-06-06,2777.88,4300.15,2315.81,1870.35,987.66,3377.32,615.2,553.72,218.47,1950.43
2024-06-07,2818.68,4343.28,2325.83,1873.66,998.96,3392.96,602.72,551.73,217.78,1944.59
2024-06-10,2910.56,4333.7,2379.85,1882.88,1006.49,3309.75,605.82,565.12,222.4,1962.95
2024-06-11,2877.93,4344.54,2398.69,1872.38,988.11,3263.08,605.45,572.09,225.27,1917.74
2024-06-12,2916.45,4424.47,2418.78,1880.5,1001.29,3258.05,610.17,579.66,228.29,1924.09
2024-06-13,2925.35,4371.58,2458.42,1871.38,1014.92,3263.59,605.47,567.52,225.05,1927.58
2024-06-14,3022.32,4397.07,2445.7,1889.39,1003.6,3209.24,616.74,557.89,224.85,1929.35
2024-06-17,2986.58,4372.45,2415.65,1879.48,1004.47,3326.3,608.81,534.3,223.9,1959.94
2024-06-18,2949.86,4375.65,2378.52,1890.68,1015.07,3402.96,624.63,527.97,220.59,1970.36
2024-06-19,2924.22,4460.87,2309.08,1890.42,1012.19,3434.72,608.44,535.71,221.85,2014.64
2024-06-20,2831.94,4475.0,2380.99,1922.92,1028.78,3439.46,612.59,540.02,220.13,1985.22
2024-06-21,2810.46,4479.46,2342.3,1922.01,1065.57,3429.54,617.14,538.39,222.36,1989.86
2024-06-24,2779.3,4389.43,2335.23,1871.47,1053.33,3381.6,609.96,538.37,218.86,1992.98
2024-06-25,2786.4,4439.88,2326.23,1907.46,1031.83,3386.54,614.03,532.97,224.57,1961.61
2024-06-26,2801.52,4484.2,2337.65,1882.12,1036.84,3400.65,626.0,534.77,221.62,1990.34
2024-06-27,2881.2,4631.05,2366.95,1864.23,1048.37,3338.33,605.37,541.07,222.42,2060.34
2024-06-28,2923.14,4611.06,2398.21,1848.13,1045.05,3356.07,610.12,528.12,225.13,2060.43
2024-07-01,2898.72,4627.6,2377.95,1886.79,1068.14,3349.26,587.49,530.65,223.27,2076.66
2024-07-02,2860.53,4646.3,2372.7,1826.91,1047.01,3254.42,579.16,538.23,226.19,2079.92
2024-07-03,2882.5,4757.63,2383.47,1913.44,1058.21,3213.4,593.49,535.04,222.09,2058.28
2024-07-04,2826.28,4752.26,2375.29,1944.32,1048.91,3194.43,588.49,540.82,226.99,2002.68
2024-07-05,2904.77,4773.58,2433.27,1951.41,1076.28,3285.84,578.3,563.82,227.11,1982.08
2024-07-08,2957.03,4818.54,2451.92,1950.39,1108.77,3314.26,576.76,563.11,225.15,1941.29
2024-07-09,2937.11,4833.47,2479.68,1959.33,1096.35,3248.86,594.82,566.6,224.21,1991.49
2024-07-10,2862.52,4802.55,2505.08,1975.23,1087.64,3273.52,578.66,560.5,227.0,1988.65
2024-07-11,2921.51,4817.97,2549.93,1994.94,1101.99,3198.53,569.71,562.19,225.08,1978.93
2024-07-12,2917.37,4897.01,2557.62,2012.16,1095.92,3251.43,582.68,566.24,222.62,2005.92
2024-07-15,2972.41,4823.08,2508.64,2015.47,1095.5,3229.43,599.09,568.06,221.95,1972.77
2024-07-16,2902.21,4834.15,2524.43,2010.11,1096.25,3225.86,598.34,559.54,218.1,1950.67
2024-07-17,2876.99,4784.83,2500.52,2006.15,1065.01,3290.98,587.4,561.44,224.12,1953.25
2024-07-18,2878.08,4872.04,2481.44,2000.89,1065.11,3228.43,606.04,573.92,222.28,1983.98
2024-07-19,2880.97,4762.19,2504.01,2035.52,1054.41,3161.74,620.72,577.95,225.12,1999.51
2024-07-22,2862.38,4723.69,2551.27,2054.25,1046.93,3135.01,627.23,586.46,225.89,2007.56
2024-07-23,2889.98,4751.83,2552.85,1964.26,1069.91,3184.78,619.77,584.55,222.62,2010.51
2024-07-24,2844.57,4864.84,2565.44,1984.17,1050.07,3113.15,619.5,591.3,222.67,2023.18
2024-07-25,2839.35,4861.5,2631.71,1990.56,1063.19,2981.83,618.2,593.95,225.36,2029.91
2024-07-26,2845.33,4822.47,2642.0,1990.6,1059.06,2962.55,621.45,585.66,224.79,1999.16
2024-07-29,2868.14,4959.99,2745.9,1979.6,1054.93,2987.96,635.16,588.63,228.88,2001.14
2024-07-30,2899.62,4853.75,2770.02,2013.57,1067.75,3042.65,643.73,580.05,232.46,1969.51
2024-07-31,2851.57,4695.12,2697.69,2042.79,1073.52,3022.42,633.52,574.72,235.73,1972.5
2024-08-01,2786.81,4727.52,2728.98,2019.72,1083.03,3004.67,646.79,576.52,234.18,1958.87
2024-08-02,2841.06,4693.34,2745.4,2032.66,1099.08,3057.58,650.02,579.26,230.46,2034.07
2024-08-05,2856.07,4622.85,2799.34,2003.64,1093.95,2972.74,656.91,569.1,228.41,2033.46
2024-08-06,2824.86,4673.36,2828.45,1962.78,1084.23,2956.31,671.56,578.27,229.15,1991.24
2024-08-07,2891.43,4691.85,2823.42,1944.92,1066.91,2965.64,660.56,583.41,231.09,1987.83
2024-08-08,2897.31,4653.56,2772.42,1970.66,1054.02,2986.51,660.4,577.42,223.63,2003.91
2024-08-09,2949.43,4565.59,2764.56,1999.43,1100.96,2964.57,655.33,564.28,223.67,2054.81
2024-08-12,2953.3,4626.71,2730.12,2015.42,1121.85,2966.99,640.11,563.22,224.27,2037.26
2024-08-13,3045.48,4673.22,2707.17,2037.95,1099.45,2857.14,643.63,559.62,223.4,1989.51
2024-08-14,3126.58,4667.67,2731.88,2054.34,1077.97,2829.79,668.07,560.74,227.79,2014.48
2024-08-15,3115.84,4798.36,2801.13,2035.19,1086.08,2849.89,649.83,557.85,229.3,1973.37
2024-08-16,3162.18,4722.78,2818.55,2048.99,1095.32,2808.75,649.71,541.22,233.88,1961.05
2024-08-19,3193.74,4616.13,2768.84,2074.21,1104.67,2812.08,656.15,538.23,233.19,1954.06
2024-08-20,3260.26,4569.61,2788.14,2098.3,1100.78,2831.77,657.56,535.92,236.54,1952.61
2024-08-21,3214.05,4567.86,2839.02,2136.35,1099.04,2818.07,656.64,541.17,242.41,1973.38
2024-08-22,3248.09,4585.9,2813.9,2159.69,1104.78,2826.12,644.04,535.66,247.25,1953.74
2024-08-23,3300.63,4570.68,2809.09,2171.72,1106.53,2786.16,646.48,549.31,243.27,1946.3
2024-08-26,3214.55,4596.19,2810.55,2207.23,1070.03,2778.36,639.34,533.72,242.42,1946.47
2024-08-27,3158.46,4511.28,2778.3,2207.01,1066.66,2804.62,618.53,544.38,241.24,1951.42
2024-08-28,3062.8,4610.33,2806.15,2178.48,1053.36,2812.07,629.8,542.71,243.08,1954.87
2024-08-29,3051.34,4606.03,2801.9,2173.8,1056.44,2788.17,639.04,549.87,245.66,1968.24
2024-08-30,3085.1,4684.61,2820.37,2150.16,1104.06,2798.38,639.73,550.69,242.64,1993.74
2024-09-02,3155.55,4710.1,2783.67,2129.03,1110.48,2829.22,642.12,560.27,242.96,2006.08
2024-09-03,3160.0,4743.78,2766.24,2125.05,1105.59,2743.07,652.66,557.18,235.67,2020.33
2024-09-04,3238.14,4785.75,2797.04,2100.43,1121.21,2791.58,655.05,548.17,240.84,1972.99
2024-09-05,3172.08,4819.33,2782.24,2091.36,1129.66,2778.34,664.13,560.01,239.06,1975.07
2024-09-06,3091.98,4867.24,2855.15,2032.58,1137.12,2796.91,661.37,559.22,239.33,1989.87
2024-09-09,3090.33,4965.74,2838.89,2039.69,1147.81,2847.98,674.58,561.25,238.29,2012.22
2024-09-10,3109.06,4981.87,2849.31,2040.34,1183.56,2790.24,678.03,571.81,242.46,1991.93
2024-09-11,3108.47,5036.35,2890.02,2015.95,1163.84,2761.38,680.21,563.13,232.21,1972.84
2024-09-12,3013.0,5031.08,2829.4,2036.49,1172.46,2750.26,667.46,568.33,232.22,1956.44
2024-09-13,3009.88,5141.27,2755.52,2065.74,1156.52,2718.75,670.53,563.47,231.92,1972.77
2024-09-16,2951.89,5090.65,2693.29,2016.55,1166.5,2790.32,662.36,562.52,230.41,2003.96
2024-09-17,2982.43,5229.7,2745.11,1994.08,1150.78,2755.3,656.22,563.3,236.45,1992.31
2024-09-18,2999.73,5228.12,2723.21,1971.67,1143.92,2733.17,648.39,550.79,233.37,2020.04
2024-09-19,2958.34,5117.48,2828.52,1944.46,1139.2,2742.37,638.21,544.52,236.14,2024.39
2024-09-20,2936.42,5128.85,2805.43,1969.24,1156.22,2693.74,658.74,555.72,237.47,2021.22
2024-09-23,2890.65,5077.99,2814.04,1964.11,1172.5,2678.56,672.09,563.27,242.03,2015.42
2024-09-24,2888.8,5143.55,2879.98,1956.91,1150.94,2692.12,691.65,562.91,239.68,2038.6
2024-09-25,2931.05,5094.74,2967.51,1898.68,1152.23,2679.49,679.17,565.13,237.12,2049.17
2024-09-26,2888.59,5062.17,3060.16,1917.35,1140.31,2676.54,680.1,562.81,241.09,2119.74
2024-09-27,2911.3,4920.21,3116.54,1882.28,1119.13,2656.09,667.11,574.43,242.7,2093.28
2024-09-30,2889.02,4888.3,3165.35,1884.54,1115.82,2596.55,660.35,572.88,237.15,2110.18
2024-10-01,2855.53,4712.04,3194.43,1892.95,1110.99,2609.85,651.45,575.04,235.3,2094.06
2024-10-02,2851.8,4601.5,3232.68,1932.15,1151.76,2679.33,663.76,585.1,236.73,2067.38
2024-10-03,2808.37,4655.37,3206.92,1894.8,1159.59,2680.87,660.01,578.45,239.78,2067.66
2024-10-04,2785.89,4711.64,3168.52,1809.55,1135.98,2690.73,670.79,592.15,237.41,2072.54
2024-10-07,2736.67,4743.12,3169.31,1815.08,1126.7,2719.5,677.07,578.73,227.1,2163.88
2024-10-08,2818.14,4675.75,3162.17,1864.65,1144.3,2668.54,700.67,593.05,228.95,2158.55
2024-10-09,2820.48,4673.81,3141.62,1899.86,1180.49,2737.49,685.33,589.91,224.83,2122.6
2024-10-10,2791.72,4674.96,3175.38,1906.4,1152.76,2746.62,698.48,587.94,218.09,2131.93
2024-10-11,2801.52,4595.13,3221.83,1892.91,1120.6,2814.68,710.7,571.45,208.89,2066.22
2024-10-14,2797.64,4700.13,3227.07,1916.4,1152.39,2784.58,700.54,567.72,211.5,2063.99
2024-10-15,2789.21,4763.4,3299.56,1888.99,1159.47,2861.35,711.33,559.04,211.97,2065.11
2024-10-16,2815.74,4749.04,3244.04,1903.05,1144.72,2895.48,715.13,554.11,211.32,2090.34
2024-10-17,2848.58,4752.38,3235.59,1918.05,1154.24,2920.37,712.9,553.13,215.79,2121.5
2024-10-18,2826.77,4768.66,3201.77,1949.13,1108.95,2931.5,704.3,561.24,217.92,2106.11
2024-10-21,2803.2,4624.05,3113.09,2030.4,1109.34,2921.45,696.91,563.16,223.27,2101.98
2024-10-22,2792.48,4608.29,3110.16,2042.96,1115.13,2974.94,718.55,565.93,218.67,2078.46
2024-10-23,2696.9,4562.53,3105.41,2027.98,1130.92,2982.1,718.77,556.8,218.62,2043.91
2024-10-24,2636.41,4495.35,3176.84,2027.81,1114.06,2895.0,727.42,549.61,213.38,2054.02
2024-10-25,2691.26,4477.74,3207.85,1974.61,1115.83,2847.35,719.01,564.6,212.71,2015.4
2024-10-28,2758.47,4599.83,3159.53,1954.63,1100.68,2840.27,710.81,558.54,211.98,2003.47
2024-10-29,2748.99,4645.43,3248.35,1943.22,1105.23,2854.33,722.56,572.58,214.04,1974.16
2024-10-30,2773.59,4607.02,3308.82,1928.53,1090.72,2852.76,708.15,570.66,214.25,1991.03
2024-10-31,2787.37,4647.97,3338.7,1933.52,1084.37,2905.78,703.95,570.85,216.32,2045.43
2024-11-01,2916.94,4746.93,3328.36,1910.25,1068.5,2821.61,704.52,580.19,218.67,2006.11
2024-11-04,2966.8,4814.19,3281.46,1942.94,1079.26,2828.53,705.91,591.43,225.8,1950.95
2024-11-05,2962.0,4819.94,3264.12,1943.53,1093.48,2752.25,704.23,590.62,224.8,1947.88
2024-11-06,2920.43,4774.61,3318.41,1943.84,1089.96,2784.44,708.62,587.36,221.69,1948.92
2024-11-07,2850.93,4826.05,3413.21,1934.86,1090.91,2781.33,716.2,587.04,222.57,1955.9
2024-11-08,2860.49,4855.98,3493.25,1939.94,1067.53,2799.67,724.31,590.19,219.96,1943.39
2024-11-11,2828.9,4922.64,3468.68,1964.53,1063.05,2764.23,713.82,598.26,224.92,1938.12
2024-11-12,2769.4,4971.02,3411.47,1939.57,1062.57,2818.11,710.99,598.48,224.03,1949.39
2024-11-13,2743.37,5050.77,3419.7,1921.0,1104.66,2862.99,723.95,604.22,222.2,1980.4
2024-11-14,2699.69,5011.73,3330.01,1912.82,1086.57,2888.91,733.88,619.25,220.7,1922.92
2024-11-15,2768.82,5112.27,3347.15,1874.78,1110.76,2884.16,718.99,622.98,223.14,1912.86
2024-11-18,2806.27,5128.96,3340.74,1852.3,1127.7,2910.11,723.0,626.08,222.68,1919.57
2024-11-19,2806.78,5290.16,3318.39,1839.62,1132.79,2880.13,701.76,612.0,220.6,1893.71
2024-11-20,2869.93,5237.06,3240.01,1864.3,1163.01,2917.96,702.46,588.03,226.18,1943.45
2024-11-21,2874.12,5375.0,3265.94,1872.2,1169.85,2991.03,722.67,591.63,223.34,1925.51
2024-11-22,2837.85,5392.57,3240.82,1878.2,1177.03,3039.96,712.61,590.97,223.53,1924.9
2024-11-25,2903.54,5341.5,3184.92,1902.74,1176.45,3007.6,703.91,586.58,225.78,1941.53
2024-11-26,2927.88,5304.33,3048.66,1899.39,1198.39,3024.81,712.19,588.9,220.32,1924.89
2024-11-27,2883.2,5280.43,3048.32,1911.08,1218.46,2967.04,695.92,588.54,221.97,1872.15
2024-11-28,2875.83,5315.61,3130.27,1908.69,1207.39,2993.4,689.52,598.67,218.52,1860.67
2024-11-29,2838.92,5358.89,3209.21,1916.86,1183.86,3014.53,695.9,599.62,221.28,1889.96
2024-12-02,2780.89,5314.38,3188.17,1900.68,1180.61,2930.89,689.49,593.08,218.15,1880.98
2024-12-03,2820.36,5314.03,3160.33,1831.72,1166.8,2880.69,687.26,602.07,220.48,1857.66
2024-12-04,2901.98,5486.39,3183.5,1828.58,1166.04,2869.32,695.14,600.29,224.2,1884.01
2024-12-05,2841.97,5630.21,3136.78,1868.15,1188.03,2857.23,699.74,605.21,227.16,1875.23
2024-12-06,2866.82,5668.75,3151.92,1894.67,1180.24,2806.25,702.75,601.06,228.08,1861.44
2024-12-09,2839.7,5673.68,3189.08,1922.68,1179.84,2823.47,699.39,595.38,227.36,1866.17
2024-12-10,2819.8,5685.6,3248.73,1958.91,1181.22,2834.97,703.48,596.31,225.46,1888.31
2024-12-11,2795.59,5739.63,3244.82,1962.1,1196.61,2827.56,702.39,596.6,230.5,1956.34
2024-12-12,2760.2,5653.3,3235.88,1968.5,1156.64,2796.35,707.42,601.07,228.15,1981.2
2024-12-13,2763.04,5633.17,3194.24,1950.85,1146.46,2841.18,702.36,598.83,224.67,2016.26
2024-12-16,2729.43,5493.87,3155.58,1942.19,1150.44,2912.58,700.65,582.51,226.98,2001.56
2024-12-17,2741.32,5528.42,3145.81,1960.71,1171.49,2892.33,690.46,578.9,224.34,1971.36
2024-12-18,2740.08,5583.75,3164.09,1996.71,1163.2,2866.64,690.3,585.97,221.21,1973.79
2024-12-19,2731.08,5544.96,3208.4,1993.13,1130.81,2888.62,682.11,583.53,216.49,1977.56
2024-12-20,2694.72,5677.54,3170.71,1980.27,1141.66,2873.97,670.92,581.55,214.99,1946.16
2024-12-23,2672.21,5574.85,3242.65,1980.88,1131.12,2868.82,673.72,590.33,214.79,1941.63
2024-12-24,2703.29,5454.07,3230.44,1999.34,1111.27,2901.51,676.07,584.2,215.64,1953.84
2024-12-25,2724.41,5474.07,3230.37,1956.64,1101.2,2819.28,684.21,570.86,218.78,1964.99
2024-12-26,2685.28,5561.69,3195.13,1889.83,1098.48,2875.88,679.99,569.66,220.57,1980.44
